cell,arm,slice,class,named_reaction,parent,n_molecules,n_wells,n_multi_product_wells,n_distinct_reagent_sets,n_distinct_parents,n_distinct_templates,reward_min,reward_median,reward_max,first_step,last_step
scent_seh_seed43_par800,hub_batching,at100rxn,B,Pictet-Spengler cyclisation,,2,2,0,2,1,2,6.646,6.791,6.936,59,65
scent_seh_seed43_par800,hub_batching,at100rxn,B,Sonogashira coupling,,1,1,0,1,1,1,7.012,7.012,7.012,11,11
scent_seh_seed43_par800,hub_batching,at100rxn,B,Benzoxazole formation,,1,1,0,1,1,1,6.519,6.519,6.519,69,69
scent_seh_seed43_par800,hub_batching,full,A,Amide coupling,O=C(O)C1Cc2ccccc2CN1,31,29,2,29,1,3,5.02,6.317,7.362,54,132
scent_seh_seed43_par800,hub_batching,full,A,Buchwald-Hartwig amination,O=C(Nc1cc(Br)n[nH]1)C1CNC1,31,28,3,28,1,3,5.039,6.631,7.775,210,266
scent_seh_seed43_par800,hub_batching,full,A,Buchwald-Hartwig amination,Brc1ccc2nc(C3CNC3)[nH]c2c1,26,22,2,22,1,3,5.08,6.597,7.621,1,51
scent_seh_seed43_par800,hub_batching,full,A,Direct acid -> amine (reductive),O=C(O)C1Cc2ccccc2CN1,26,26,0,26,1,3,5.038,5.842,6.969,57,131
scent_seh_seed43_par800,hub_batching,full,A,Buchwald-Hartwig amination,Brc1ccc2nc(C3CCN3)oc2c1,22,20,1,20,1,3,5.048,6.054,7.288,133,175
scent_seh_seed43_par800,hub_batching,full,A,Urea formation (amine + amine),Brc1ccc2nc(C3CNC3)[nH]c2c1,9,9,0,9,1,2,5.012,5.788,6.403,23,53
scent_seh_seed43_par800,hub_batching,full,A,Urea formation (amine + amine),O=C(Nc1cc(Br)n[nH]1)C1CNC1,9,8,1,8,1,2,5.069,5.706,5.893,240,265
scent_seh_seed43_par800,hub_batching,full,A,Urea formation (amine + amine),Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,9,9,0,9,1,4,6.436,7.144,7.913,270,295
scent_seh_seed43_par800,hub_batching,full,A,Urea formation (amine + amine),Brc1ccc2nc(C3CCN3)oc2c1,8,8,0,8,1,2,5.008,5.207,6.767,144,177
scent_seh_seed43_par800,hub_batching,full,A,Buchwald-Hartwig amination,NCc1cn(CC2CC2)c2ccccc12,8,8,0,8,1,1,5.007,6.954,8.325,178,208
scent_seh_seed43_par800,hub_batching,full,A,Buchwald-Hartwig amination,Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,8,8,0,8,1,2,6.07,7.34,7.973,269,299
scent_seh_seed43_par800,hub_batching,full,A,Urea formation (amine + amine),O=C(O)C1Cc2ccccc2CN1,7,7,0,7,1,2,5.129,5.345,5.595,104,124
scent_seh_seed43_par800,hub_batching,full,A,Urea formation (amine + amine),NCc1cn(CC2CC2)c2ccccc12,7,6,1,6,1,2,5.792,7.098,7.278,185,203
scent_seh_seed43_par800,hub_batching,full,A,N-alkylation (azole N-H + alkyl halide),Brc1ccc2nc(C3CNC3)[nH]c2c1,5,5,0,5,1,2,5.121,5.489,6.447,22,50
scent_seh_seed43_par800,hub_batching,full,A,Amide coupling,NCc1cn(CC2CC2)c2ccccc12,5,5,0,5,1,1,6.995,7.652,8.271,179,192
scent_seh_seed43_par800,hub_batching,full,A,Amide coupling,O=C(Nc1cc(Br)n[nH]1)C1CNC1,5,5,0,5,1,1,5.24,6.47,6.587,230,259
scent_seh_seed43_par800,hub_batching,full,A,Amide coupling,Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,5,5,0,5,1,2,6.632,7.484,8.097,268,292
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (ketone),Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,5,3,1,3,1,2,6.158,6.532,7.638,274,298
scent_seh_seed43_par800,hub_batching,full,A,Buchwald-Hartwig amination,O=C(O)C1Cc2ccccc2CN1,4,4,0,4,1,1,5.904,6.361,6.969,58,94
scent_seh_seed43_par800,hub_batching,full,A,Amide coupling,Brc1ccc2nc(C3CCN3)oc2c1,4,4,0,4,1,1,5.549,6.341,7.029,138,161
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (ketone),NCc1cn(CC2CC2)c2ccccc12,4,4,0,4,1,1,5.079,5.693,7.159,189,207
scent_seh_seed43_par800,hub_batching,full,A,Direct acid -> amine (reductive),Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,4,4,0,4,1,2,7.611,7.749,8.155,267,276
scent_seh_seed43_par800,hub_batching,full,A,Amide coupling,Brc1ccc2nc(C3CNC3)[nH]c2c1,3,3,0,3,1,1,5.777,6.904,7.089,9,31
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (aldehyde),Brc1ccc2nc(C3CNC3)[nH]c2c1,3,3,0,3,1,1,5.323,5.38,5.581,37,45
scent_seh_seed43_par800,hub_batching,full,A,Pictet-Spengler cyclisation,O=C(O)C1Cc2ccccc2CN1,3,3,0,3,1,2,5.462,6.646,6.936,59,109
scent_seh_seed43_par800,hub_batching,full,A,Suzuki coupling,Brc1ccc2nc(C3CCN3)oc2c1,3,3,0,3,1,1,5.856,6.166,6.799,143,156
scent_seh_seed43_par800,hub_batching,full,A,SNAr (halo-heteroarene + amine),NCc1cn(CC2CC2)c2ccccc12,3,3,0,3,1,3,5.383,6.21,6.941,193,205
scent_seh_seed43_par800,hub_batching,full,A,Suzuki coupling,O=C(Nc1cc(Br)n[nH]1)C1CNC1,3,3,0,3,1,1,6.987,7.24,7.818,209,222
scent_seh_seed43_par800,hub_batching,full,A,SNAr (halo-heteroarene + amine),O=C(Nc1cc(Br)n[nH]1)C1CNC1,3,3,0,3,1,2,5.179,5.276,5.882,241,260
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (ketone),O=C(Nc1cc(Br)n[nH]1)C1CNC1,3,3,0,3,1,1,5.097,5.373,5.563,251,263
scent_seh_seed43_par800,hub_batching,full,A,Direct acid -> amine (reductive),Brc1ccc2nc(C3CNC3)[nH]c2c1,2,2,0,2,1,1,6.872,7.066,7.259,4,14
scent_seh_seed43_par800,hub_batching,full,A,Suzuki coupling,Brc1ccc2nc(C3CNC3)[nH]c2c1,2,2,0,2,1,1,6.721,6.928,7.134,7,17
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (ketone),Brc1ccc2nc(C3CNC3)[nH]c2c1,2,2,0,2,1,1,5.199,5.322,5.446,40,48
scent_seh_seed43_par800,hub_batching,full,A,Benzimidazole formation,O=C(O)C1Cc2ccccc2CN1,2,2,0,2,1,1,6.069,6.102,6.134,88,91
scent_seh_seed43_par800,hub_batching,full,A,SNAr (halo-heteroarene + amine),O=C(O)C1Cc2ccccc2CN1,2,2,0,2,1,2,5.113,5.285,5.458,110,126
scent_seh_seed43_par800,hub_batching,full,A,Direct acid -> amine (reductive),Brc1ccc2nc(C3CCN3)oc2c1,2,2,0,2,1,1,6.741,7.001,7.262,134,145
scent_seh_seed43_par800,hub_batching,full,A,SNAr (halo-heteroarene + amine),Brc1ccc2nc(C3CCN3)oc2c1,2,2,0,2,1,2,5.044,5.279,5.513,164,176
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (aldehyde),Brc1ccc2nc(C3CCN3)oc2c1,2,2,0,2,1,1,5.228,5.274,5.32,166,169
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (aldehyde),NCc1cn(CC2CC2)c2ccccc12,2,2,0,2,1,1,6.537,6.554,6.572,195,196
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (aldehyde),Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,2,1,1,1,1,2,6.216,6.728,7.24,284,297
scent_seh_seed43_par800,hub_batching,full,A,Sonogashira coupling,Brc1ccc2nc(C3CNC3)[nH]c2c1,1,1,0,1,1,1,7.012,7.012,7.012,11,11
scent_seh_seed43_par800,hub_batching,full,A,Benzoxazole formation,O=C(O)C1Cc2ccccc2CN1,1,1,0,1,1,1,6.519,6.519,6.519,69,69
scent_seh_seed43_par800,hub_batching,full,A,Esterification,O=C(O)C1Cc2ccccc2CN1,1,1,0,1,1,1,6.287,6.287,6.287,83,83
scent_seh_seed43_par800,hub_batching,full,A,Williamson ether synthesis,O=C(O)C1Cc2ccccc2CN1,1,1,0,1,1,1,5.241,5.241,5.241,121,121
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (ketone),O=C(O)C1Cc2ccccc2CN1,1,1,0,1,1,1,5.051,5.051,5.051,130,130
scent_seh_seed43_par800,hub_batching,full,A,Sonogashira coupling,Brc1ccc2nc(C3CCN3)oc2c1,1,1,0,1,1,1,6.417,6.417,6.417,147,147
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (ketone),Brc1ccc2nc(C3CCN3)oc2c1,1,1,0,1,1,1,5.145,5.145,5.145,171,171
scent_seh_seed43_par800,hub_batching,full,A,Direct acid -> amine (reductive),NCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,5.959,5.959,5.959,201,201
scent_seh_seed43_par800,hub_batching,full,A,SNAr (activated aryl fluoride + amine),NCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,5.741,5.741,5.741,204,204
scent_seh_seed43_par800,hub_batching,full,A,Direct acid -> amine (reductive),O=C(Nc1cc(Br)n[nH]1)C1CNC1,1,1,0,1,1,1,6.999,6.999,6.999,221,221
scent_seh_seed43_par800,hub_batching,full,A,Sonogashira coupling,O=C(Nc1cc(Br)n[nH]1)C1CNC1,1,1,0,1,1,1,6.614,6.614,6.614,229,229
scent_seh_seed43_par800,hub_batching,full,A,Urea formation (isocyanate + amine),O=C(Nc1cc(Br)n[nH]1)C1CNC1,1,1,0,1,1,1,6.014,6.014,6.014,239,239
scent_seh_seed43_par800,hub_batching,full,A,Reductive amination (aldehyde),O=C(Nc1cc(Br)n[nH]1)C1CNC1,1,1,0,1,1,1,5.074,5.074,5.074,264,264
scent_seh_seed43_par800,hub_batching,full,A,SNAr (activated aryl fluoride + amine),Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,1,1,0,1,1,1,5.825,5.825,5.825,300,300
scent_seh_seed43_par800,hub_batching,full,B,Buchwald-Hartwig amination,,99,90,6,50,6,4,5.007,6.572,8.325,1,299
scent_seh_seed43_par800,hub_batching,full,B,Amide coupling,,53,51,2,35,6,4,5.02,6.47,8.271,9,292
scent_seh_seed43_par800,hub_batching,full,B,Urea formation (amine + amine),,49,47,2,25,6,4,5.008,5.792,7.913,23,295
scent_seh_seed43_par800,hub_batching,full,B,Direct acid -> amine (reductive),,36,36,0,28,6,4,5.038,6.174,8.155,4,276
scent_seh_seed43_par800,hub_batching,full,B,Reductive amination (ketone),,16,14,1,7,6,2,5.051,5.505,7.638,40,298
scent_seh_seed43_par800,hub_batching,full,B,Reductive amination (aldehyde),,10,9,1,6,5,2,5.074,5.48,7.24,37,297
scent_seh_seed43_par800,hub_batching,full,B,SNAr (halo-heteroarene + amine),,10,10,0,5,4,6,5.044,5.42,6.941,110,260
scent_seh_seed43_par800,hub_batching,full,B,Suzuki coupling,,8,8,0,4,3,1,5.856,6.893,7.818,7,222
scent_seh_seed43_par800,hub_batching,full,B,N-alkylation (azole N-H + alkyl halide),,5,5,0,5,1,2,5.121,5.489,6.447,22,50
scent_seh_seed43_par800,hub_batching,full,B,Sonogashira coupling,,3,3,0,1,3,1,6.417,6.614,7.012,11,229
scent_seh_seed43_par800,hub_batching,full,B,Pictet-Spengler cyclisation,,3,3,0,3,1,2,5.462,6.646,6.936,59,109
scent_seh_seed43_par800,hub_batching,full,B,Benzimidazole formation,,2,2,0,2,1,1,6.069,6.102,6.134,88,91
scent_seh_seed43_par800,hub_batching,full,B,SNAr (activated aryl fluoride + amine),,2,2,0,2,2,2,5.741,5.783,5.825,204,300
scent_seh_seed43_par800,hub_batching,full,B,Benzoxazole formation,,1,1,0,1,1,1,6.519,6.519,6.519,69,69
scent_seh_seed43_par800,hub_batching,full,B,Esterification,,1,1,0,1,1,1,6.287,6.287,6.287,83,83
scent_seh_seed43_par800,hub_batching,full,B,Williamson ether synthesis,,1,1,0,1,1,1,5.241,5.241,5.241,121,121
scent_seh_seed43_par800,hub_batching,full,B,Urea formation (isocyanate + amine),,1,1,0,1,1,1,6.014,6.014,6.014,239,239
scent_seh_seed43_par800,best_candidate,at100rxn,A,Direct acid -> amine (reductive),O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,2,0,2,1,1,8.304,8.35,8.396,2,14
scent_seh_seed43_par800,best_candidate,at100rxn,A,N-alkylation (azole N-H + alkyl halide),c1nc(-c2ccc(NCc3ccc4oc(C5CNC5)nc4c3)cc2)c[nH]1,1,1,0,1,1,1,8.404,8.404,8.404,1,1
scent_seh_seed43_par800,best_candidate,at100rxn,A,N-alkylation (azole N-H + alkyl halide),O=C(NC1CC1)c1ccc2nc(-c3ccc(CCl)cc3)oc2c1,1,1,0,1,1,1,8.377,8.377,8.377,3,3
scent_seh_seed43_par800,best_candidate,at100rxn,A,Amide coupling,O=C(O)c1ccc2nc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)oc2c1,1,1,0,1,1,1,8.354,8.354,8.354,4,4
scent_seh_seed43_par800,best_candidate,at100rxn,A,Amide coupling,NCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,8.343,8.343,8.343,5,5
scent_seh_seed43_par800,best_candidate,at100rxn,A,Buchwald-Hartwig amination,Brc1ccc2[nH]c(C3CNC3)nc2c1,1,1,0,1,1,1,8.342,8.342,8.342,6,6
scent_seh_seed43_par800,best_candidate,at100rxn,A,Reductive amination (aldehyde),O=Cc1ccc(C(=O)NC2CC2)cc1,1,1,0,1,1,1,8.34,8.34,8.34,7,7
scent_seh_seed43_par800,best_candidate,at100rxn,A,Amide coupling,O=C(O)c1ccc2nc(C3CNC3)oc2c1,1,1,0,1,1,1,8.329,8.329,8.329,8,8
scent_seh_seed43_par800,best_candidate,at100rxn,A,Suzuki coupling,OB(O)c1cccc(-c2nnn(CC3CC3)n2)c1,1,1,0,1,1,1,8.316,8.316,8.316,9,9
scent_seh_seed43_par800,best_candidate,at100rxn,A,Suzuki coupling,Ic1cn(CC2CC2)cn1,1,1,0,1,1,1,8.312,8.312,8.312,10,10
scent_seh_seed43_par800,best_candidate,at100rxn,A,Suzuki coupling,OB(O)c1cccc(NCc2cccc(-c3cnc(F)nc3)c2)c1,1,1,0,1,1,1,8.311,8.311,8.311,11,11
scent_seh_seed43_par800,best_candidate,at100rxn,A,Triazole formation (alkyne + alkyl halide),C#Cc1cc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)[nH]n1,1,1,0,1,1,1,8.306,8.306,8.306,12,12
scent_seh_seed43_par800,best_candidate,at100rxn,A,Reductive amination (aldehyde),O=Cc1ccc(C2=NCCc3ccccc32)cc1,1,1,0,1,1,1,8.305,8.305,8.305,13,13
scent_seh_seed43_par800,best_candidate,at100rxn,A,N-alkylation (azole N-H + alkyl halide),BrCc1ccc(-c2nnn(CC3CC3)n2)cc1,1,1,0,1,1,1,8.303,8.303,8.303,15,15
scent_seh_seed43_par800,best_candidate,at100rxn,A,Suzuki coupling,Brc1cc(NC[C@@H]2Cc3ccccc3CN2)[nH]n1,1,1,0,1,1,1,8.303,8.303,8.303,16,16
scent_seh_seed43_par800,best_candidate,at100rxn,A,Direct acid -> amine (reductive),Nc1cccc(-c2ccc3oc(C4CNC4)nc3c2)c1,1,1,0,1,1,1,8.291,8.291,8.291,17,17
scent_seh_seed43_par800,best_candidate,at100rxn,A,Buchwald-Hartwig amination,Brc1ccc2[nH]c(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)nc2c1,1,1,0,1,1,1,8.289,8.289,8.289,18,18
scent_seh_seed43_par800,best_candidate,at100rxn,A,Amide coupling,O=C(O)c1ccc(-c2nc3ccc(-c4nc5cc(CNC67CC(C6)C7)ccc5o4)cc3o2)cc1,1,1,0,1,1,1,8.283,8.283,8.283,19,19
scent_seh_seed43_par800,best_candidate,at100rxn,A,Buchwald-Hartwig amination,Brc1ccc2nc(-c3ccc4nc(C5CNC5)[nH]c4c3)oc2c1,1,1,0,1,1,1,8.277,8.277,8.277,20,20
scent_seh_seed43_par800,best_candidate,at100rxn,A,Amide coupling,Nc1cccc2ccn(Cc3ccc(-c4nnn(CC5CC5)n4)cc3)c12,1,1,0,1,1,1,8.276,8.276,8.276,21,21
scent_seh_seed43_par800,best_candidate,at100rxn,A,Reductive amination (aldehyde),O=Cc1c[nH]c2ccc(-c3nnn(CC4CC4)n3)cc12,1,1,0,1,1,1,8.275,8.275,8.275,22,22
scent_seh_seed43_par800,best_candidate,at100rxn,A,Amide coupling,NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,1,1,0,1,1,1,8.267,8.267,8.267,23,23
scent_seh_seed43_par800,best_candidate,at100rxn,A,SNAr (halo-heteroarene + amine),O=C(Nc1ccc(-c2ccnc(F)c2)cc1)C1CCN1,1,1,0,1,1,1,8.265,8.265,8.265,24,24
scent_seh_seed43_par800,best_candidate,at100rxn,A,Amide coupling,NCCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,8.265,8.265,8.265,25,25
scent_seh_seed43_par800,best_candidate,at100rxn,A,Amide coupling,O=C(NCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)[C@H]1CCCNC1,1,1,0,1,1,1,8.264,8.264,8.264,26,26
scent_seh_seed43_par800,best_candidate,at100rxn,A,Suzuki coupling,O=C(Nc1cc(Br)n[nH]1)NC1CC1,1,1,0,1,1,1,8.263,8.263,8.263,27,27
scent_seh_seed43_par800,best_candidate,at100rxn,B,Amide coupling,,8,8,0,8,8,3,8.264,8.28,8.354,4,26
scent_seh_seed43_par800,best_candidate,at100rxn,B,Suzuki coupling,,5,5,0,5,5,3,8.263,8.311,8.316,9,27
scent_seh_seed43_par800,best_candidate,at100rxn,B,N-alkylation (azole N-H + alkyl halide),,3,3,0,3,3,3,8.303,8.377,8.404,1,15
scent_seh_seed43_par800,best_candidate,at100rxn,B,Direct acid -> amine (reductive),,3,3,0,3,2,2,8.291,8.304,8.396,2,17
scent_seh_seed43_par800,best_candidate,at100rxn,B,Buchwald-Hartwig amination,,3,3,0,3,3,1,8.277,8.289,8.342,6,20
scent_seh_seed43_par800,best_candidate,at100rxn,B,Reductive amination (aldehyde),,3,3,0,3,3,1,8.275,8.305,8.34,7,22
scent_seh_seed43_par800,best_candidate,at100rxn,B,Triazole formation (alkyne + alkyl halide),,1,1,0,1,1,1,8.306,8.306,8.306,12,12
scent_seh_seed43_par800,best_candidate,at100rxn,B,SNAr (halo-heteroarene + amine),,1,1,0,1,1,1,8.265,8.265,8.265,24,24
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,Nc1cccc2ccn(CC3CC3)c12,5,5,0,5,1,1,8.037,8.117,8.162,84,289
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,NCc1cn(CC2CC2)c2ccccc12,3,3,0,3,1,1,8.188,8.212,8.343,5,70
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,NCCc1cn(CC2CC2)c2ccccc12,3,3,0,3,1,1,8.094,8.159,8.265,25,180
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,2,0,2,1,1,8.304,8.35,8.396,2,14
scent_seh_seed43_par800,best_candidate,full,A,Reductive amination (aldehyde),O=Cc1ccc(C(=O)NC2CC2)cc1,2,2,0,2,1,1,8.137,8.238,8.34,7,111
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(-c2nnn(CC3CC3)n2)c1,2,2,0,2,1,1,8.08,8.198,8.316,9,203
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,Brc1ccc2[nH]c(C3CNC3)nc2c1,2,2,0,2,1,1,8.061,8.151,8.241,36,240
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,Brc1ccc2nc(C3CNC3)[nH]c2c1,2,2,0,2,1,2,8.083,8.145,8.206,51,192
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(CNC23CC(C2)C3)cc1,2,2,0,2,1,1,8.062,8.128,8.195,64,237
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NC[C@@H]2Cc3ccccc3CN2)c1,2,2,0,2,1,1,8.163,8.174,8.185,71,81
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCc2ccc3nc(C4CNC4)oc3c2)c1,2,2,0,2,1,1,8.114,8.142,8.17,78,142
scent_seh_seed43_par800,best_candidate,full,A,SNAr (halo-heteroarene + amine),O=C(NC1CC1)c1cccc(F)n1,2,2,0,2,1,2,8.042,8.087,8.132,116,280
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(-c2nnnn2Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c1,2,2,0,2,1,1,8.097,8.115,8.132,117,172
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),O=C(Nc1ccnc2ccccc12)C1CCNCC1,2,2,0,2,1,1,8.075,8.089,8.103,162,208
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1cccc2oc([C@@H]3Cc4ccccc4CN3)nc12,2,2,0,2,1,1,8.04,8.069,8.099,169,286
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,Brc1ccc2nc(C3CNC3)oc2c1,2,2,0,2,1,1,8.057,8.073,8.089,185,249
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1nc(-c2ccc(NCc3ccc4oc(C5CNC5)nc4c3)cc2)c[nH]1,1,1,0,1,1,1,8.404,8.404,8.404,1,1
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(NC1CC1)c1ccc2nc(-c3ccc(CCl)cc3)oc2c1,1,1,0,1,1,1,8.377,8.377,8.377,3,3
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2nc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)oc2c1,1,1,0,1,1,1,8.354,8.354,8.354,4,4
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,Brc1ccc2[nH]c(C3CNC3)nc2c1,1,1,0,1,1,1,8.342,8.342,8.342,6,6
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2nc(C3CNC3)oc2c1,1,1,0,1,1,1,8.329,8.329,8.329,8,8
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,Ic1cn(CC2CC2)cn1,1,1,0,1,1,1,8.312,8.312,8.312,10,10
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCc2cccc(-c3cnc(F)nc3)c2)c1,1,1,0,1,1,1,8.311,8.311,8.311,11,11
scent_seh_seed43_par800,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1cc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)[nH]n1,1,1,0,1,1,1,8.306,8.306,8.306,12,12
scent_seh_seed43_par800,best_candidate,full,A,Reductive amination (aldehyde),O=Cc1ccc(C2=NCCc3ccccc32)cc1,1,1,0,1,1,1,8.305,8.305,8.305,13,13
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),BrCc1ccc(-c2nnn(CC3CC3)n2)cc1,1,1,0,1,1,1,8.303,8.303,8.303,15,15
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,Brc1cc(NC[C@@H]2Cc3ccccc3CN2)[nH]n1,1,1,0,1,1,1,8.303,8.303,8.303,16,16
