strategy,tau,similarity,modes,reactions_used,reactions_per_mode,reward_gen_calls,stop_reason,pool_limited,total_modes_run,total_reactions_run,wall_s
best_candidate,7.25,0.55,97,299,3.0825,0,reactions,False,98,302,4.22
hub_batching,7.25,0.6,253,300,1.1858,132606,reactions,False,253,300,0.29
best_candidate,7.25,0.6,105,300,2.8571,0,reactions,False,105,300,3.22
hub_batching,7.25,0.65,260,300,1.1538,85165,reactions,False,260,300,0.22
best_candidate,7.25,0.65,108,300,2.7778,0,reactions,False,108,300,2.61
hub_batching,7.25,0.7,265,300,1.1321,62434,reactions,False,265,300,0.19
best_candidate,7.25,0.7,110,299,2.7182,0,reactions,False,111,302,2.17
hub_batching,7.25,0.75,269,300,1.1152,56460,reactions,False,269,300,0.18
best_candidate,7.25,0.75,118,300,2.5424,0,reactions,False,118,300,1.86
hub_batching,7.25,0.8,272,300,1.1029,52865,reactions,False,272,300,0.18
best_candidate,7.25,0.8,120,298,2.4833,0,reactions,False,121,301,1.66
hub_batching,7.25,0.85,274,300,1.0949,43219,reactions,False,274,300,0.16
best_candidate,7.25,0.85,119,299,2.5126,0,reactions,False,120,302,1.46
hub_batching,7.25,0.9,274,300,1.0949,43219,reactions,False,274,300,0.17
best_candidate,7.25,0.9,119,299,2.5126,0,reactions,False,120,302,1.38
hub_batching,7.5,0.3,51,140,2.7451,826926,pool_exhausted,True,51,140,1.17
best_candidate,7.5,0.3,81,300,3.7037,0,reactions,False,81,300,0.14
hub_batching,7.5,0.35,88,222,2.5227,828019,pool_exhausted,True,88,222,1.2
best_candidate,7.5,0.35,81,297,3.6667,0,reactions,False,82,301,0.24
hub_batching,7.5,0.4,141,298,2.1135,754000,reactions,False,142,301,1.16
best_candidate,7.5,0.4,86,299,3.4767,0,reactions,False,87,303,0.42
hub_batching,7.5,0.45,174,300,1.7241,475505,reactions,False,174,300,0.77
best_candidate,7.5,0.45,89,299,3.3596,0,reactions,False,90,301,0.8
hub_batching,7.5,0.5,197,299,1.5178,392572,reactions,False,198,303,0.66
best_candidate,7.5,0.5,95,297,3.1263,0,reactions,False,96,301,1.71
hub_batching,7.5,0.55,224,300,1.3393,297934,reactions,False,224,300,0.52
best_candidate,7.5,0.55,97,299,3.0825,0,reactions,False,98,302,2.72
hub_batching,7.5,0.6,231,300,1.2987,252895,reactions,False,231,300,0.45
best_candidate,7.5,0.6,105,300,2.8571,0,reactions,False,105,300,3.23
hub_batching,7.5,0.65,242,299,1.2355,212510,reactions,False,243,301,0.42
best_candidate,7.5,0.65,108,300,2.7778,0,reactions,False,108,300,2.61
hub_batching,7.5,0.7,251,300,1.1952,151521,reactions,False,251,300,0.32
best_candidate,7.5,0.7,110,299,2.7182,0,reactions,False,111,302,2.16
hub_batching,7.5,0.75,260,300,1.1538,85165,reactions,False,260,300,0.22
best_candidate,7.5,0.75,118,300,2.5424,0,reactions,False,118,300,1.86
hub_batching,7.5,0.8,262,300,1.145,84048,reactions,False,262,300,0.22
best_candidate,7.5,0.8,120,298,2.4833,0,reactions,False,121,301,1.66
hub_batching,7.5,0.85,265,300,1.1321,62434,reactions,False,265,300,0.19
best_candidate,7.5,0.85,119,299,2.5126,0,reactions,False,120,302,1.45
hub_batching,7.5,0.9,265,300,1.1321,62434,reactions,False,265,300,0.2
best_candidate,7.5,0.9,119,299,2.5126,0,reactions,False,120,302,1.38
hub_batching,7.75,0.3,30,92,3.0667,820415,pool_exhausted,True,30,92,1.15
best_candidate,7.75,0.3,76,283,3.7237,0,pool_exhausted,True,76,283,0.09
hub_batching,7.75,0.35,64,172,2.6875,828019,pool_exhausted,True,64,172,1.16
best_candidate,7.75,0.35,81,297,3.6667,0,reactions,False,82,301,0.12
hub_batching,7.75,0.4,99,242,2.4444,828448,pool_exhausted,True,99,242,1.18
best_candidate,7.75,0.4,86,299,3.4767,0,reactions,False,87,303,0.18
hub_batching,7.75,0.45,147,300,2.0408,739587,reactions,False,147,300,1.1
best_candidate,7.75,0.45,89,299,3.3596,0,reactions,False,90,301,0.28
hub_batching,7.75,0.5,170,300,1.7647,477712,reactions,False,170,300,0.74
best_candidate,7.75,0.5,95,297,3.1263,0,reactions,False,96,301,0.45
hub_batching,7.75,0.55,189,299,1.582,409008,reactions,False,190,302,0.67
best_candidate,7.75,0.55,97,299,3.0825,0,reactions,False,98,302,0.8
hub_batching,7.75,0.6,210,300,1.4286,368045,reactions,False,210,300,0.61
best_candidate,7.75,0.6,105,299,2.8476,0,reactions,False,106,303,1.24
hub_batching,7.75,0.65,221,300,1.3575,297934,reactions,False,221,300,0.51
best_candidate,7.75,0.65,108,300,2.7778,0,reactions,False,108,300,1.59
hub_batching,7.75,0.7,226,300,1.3274,264625,reactions,False,226,300,0.47
best_candidate,7.75,0.7,110,299,2.7182,0,reactions,False,111,302,1.99
hub_batching,7.75,0.75,239,300,1.2552,227861,reactions,False,239,300,0.42
best_candidate,7.75,0.75,118,300,2.5424,0,reactions,False,118,300,1.87
hub_batching,7.75,0.8,249,300,1.2048,162635,reactions,False,249,300,0.33
best_candidate,7.75,0.8,120,298,2.4833,0,reactions,False,121,301,1.65
hub_batching,7.75,0.85,252,300,1.1905,142093,reactions,False,252,300,0.3
best_candidate,7.75,0.85,119,299,2.5126,0,reactions,False,120,302,1.45
hub_batching,7.75,0.9,255,299,1.1725,111536,reactions,False,256,301,0.27
best_candidate,7.75,0.9,119,299,2.5126,0,reactions,False,120,302,1.38
hub_batching,8.0,0.3,16,57,3.5625,826502,pool_exhausted,True,16,57,1.15
best_candidate,8.0,0.3,31,119,3.8387,0,pool_exhausted,True,31,119,0.04
hub_batching,8.0,0.35,30,98,3.2667,826502,pool_exhausted,True,30,98,1.13
best_candidate,8.0,0.35,66,243,3.6818,0,pool_exhausted,True,66,243,0.05
hub_batching,8.0,0.4,55,154,2.8,826926,pool_exhausted,True,55,154,1.14
best_candidate,8.0,0.4,86,299,3.4767,0,reactions,False,87,303,0.07
hub_batching,8.0,0.45,81,199,2.4568,828448,pool_exhausted,True,81,199,1.16
best_candidate,8.0,0.45,89,299,3.3596,0,reactions,False,90,301,0.08
hub_batching,8.0,0.5,130,285,2.1923,828019,pool_exhausted,True,130,285,1.18
best_candidate,8.0,0.5,95,297,3.1263,0,reactions,False,96,301,0.1
hub_batching,8.0,0.55,154,298,1.9351,667315,reactions,False,155,301,1.02
best_candidate,8.0,0.55,97,299,3.0825,0,reactions,False,98,302,0.13
hub_batching,8.0,0.6,178,300,1.6854,533813,reactions,False,178,300,0.82
best_candidate,8.0,0.6,105,300,2.8571,0,reactions,False,105,300,0.16
hub_batching,8.0,0.65,196,300,1.5306,418096,reactions,False,196,300,0.67
best_candidate,8.0,0.65,107,298,2.785,0,reactions,False,108,301,0.2
hub_batching,8.0,0.7,214,300,1.4019,376684,reactions,False,214,300,0.62
best_candidate,8.0,0.7,110,299,2.7182,0,reactions,False,111,302,0.25
hub_batching,8.0,0.75,226,299,1.323,315539,reactions,False,227,301,0.55
best_candidate,8.0,0.75,118,300,2.5424,0,reactions,False,118,300,0.3
hub_batching,8.0,0.8,237,300,1.2658,262323,reactions,False,237,300,0.47
best_candidate,8.0,0.8,120,298,2.4833,0,reactions,False,121,301,0.37
hub_batching,8.0,0.85,242,298,1.2314,238948,reactions,False,243,301,0.45
best_candidate,8.0,0.85,119,299,2.5126,0,reactions,False,120,302,0.43
hub_batching,8.0,0.9,243,298,1.2263,227861,reactions,False,244,301,0.44
best_candidate,8.0,0.9,119,299,2.5126,0,reactions,False,120,302,0.45
