recorded_amine,score_amine,counterfactual_amide,score_amide
Oc1ccccc1CN(Cc1c[nH]c2ccc(Br)cc12)C1CCCN(CC2CCN2)C1,0.999988,O=C(C1CCN1)N1CCCC(N(Cc2ccccc2O)Cc2c[nH]c3ccc(Br)cc23)C1,0.866614
Nc1ccc(CNCCCN2CCC(NCCc3c[nH]c4ccccc34)CC2)cc1Br,0.996215,Nc1ccc(C(=O)NCCCN2CCC(NCCc3c[nH]c4ccccc34)CC2)cc1Br,0.988097
OCCCNC[C@@H]1CCCN1,0.024495,O=C(NCCCO)[C@@H]1CCCN1,0.003832
COc1ccc(N)c(N(C[C@@H]2CCCN(CCN)C2)C2CCN(Cc3c[nH]c4cc(Br)ccc34)CC2)c1,0.963085,COc1ccc(N)c(N(C[C@@H]2CCCN(C(=O)CN)C2)C2CCN(Cc3c[nH]c4cc(Br)ccc34)CC2)c1,0.567672
O=Cc1c[nH]c2cc(N3CCC3CN3CC(=O)C3)ccc12,0.087428,O=Cc1c[nH]c2cc(N3CCC3C(=O)N3CC(=O)C3)ccc12,0.006632
Nc1cc(CN2CCC2C(=O)O)ccc1O,0.015846,Nc1cc(C(=O)N2CCC2C(=O)O)ccc1O,0.001455
C1CC(NCCNC2CC2)CN1,0.024732,O=C(CNC1CCNC1)NC1CC1,0.008286
C[C@@H](N)CNCCc1ccccc1N1CC(N(C[C@H]2CCCN2)c2cc(Br)cc(C#N)c2)C1,0.820966,C[C@@H](N)CN(CCc1ccccc1N1CC(Nc2cc(Br)cc(C#N)c2)C1)C(=O)[C@H]1CCCN1,0.203634
COc1cccc2c1CCN(CCN)C2c1c[nH]c2ccc(N(C[C@H](N)CO)C3CC3)cc12,0.993986,COc1cccc2c1CCN(C(=O)CN)C2c1c[nH]c2ccc(N(C[C@H](N)CO)C3CC3)cc12,0.58646
Oc1cc(F)c(F)cc1NCC1CCNCC1,0.123087,O=C(Nc1cc(F)c(F)cc1O)C1CCNCC1,0.012301
CC[C@@H](CN1CCc2c(Br)cccc2C1c1c[nH]c2cc(Br)ccc12)NC1CCN(CC=O)C1,0.993316,CC[C@@H](CN1CCc2c(Br)cccc2C1c1c[nH]c2cc(Br)ccc12)N(C(=O)C=O)C1CCNC1,0.815362
NCCCC[C@H](N)CN(CCNc1ccc(CNCCc2ccc(O)cc2)cc1Br)CC1CNC1,0.527909,NCCCC[C@H](N)C(=O)N(CCNCC1CNC1)c1ccc(CNCCc2ccc(O)cc2)cc1Br,0.173595
NCCCN(C[C@@H](N)Cc1c[nH]c2ccccc12)c1cc(CN2CCC(=O)CC2)ccc1O,0.959068,NCCCN(C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)c1cc(CN2CCC(=O)CC2)ccc1O,0.881693
O=C1CCN(CC[C@@H](CNc2cccc3cc[nH]c23)NCC2CCN2)C1,0.38925,O=C1CCN(CC[C@@H](CNc2cccc3cc[nH]c23)NC(=O)C2CCN2)C1,0.232948
CC[C@@H](CN(CC1CCN1)c1cc(Br)cc(C#N)c1)NCCCNCc1c[nH]c2ccc(Br)cc12,0.648882,CC[C@@H](CN(C(=O)C1CCN1)c1cc(Br)cc(C#N)c1)NCCCNCc1c[nH]c2ccc(Br)cc12,0.450183
COc1ccccc1CCN(CCCN)Cc1ccc(F)cc1,0.984695,COc1ccccc1CCN(Cc1ccc(F)cc1)C(=O)CCN,0.044193
CCC1c2ccccc2CCN1CCN,0.741636,CCC1c2ccccc2CCN1C(=O)CN,0.171281
NCCCN[C@H](Cc1ccc(O)cc1)C(=O)O,0.37658,NCCC(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O,0.011122
N#Cc1cc(Br)cc(NCC2CN(CCCNC3CNC3)C2)c1,0.465119,N#Cc1cc(Br)cc(NC(=O)C2CN(CCCNC3CNC3)C2)c1,0.169548
NCCN(CC=O)[C@H](CNCCc1c[nH]c2ccc(O)cc12)Cc1cccs1,0.984874,NCCN(CC=O)[C@@H](Cc1cccs1)C(=O)NCCc1c[nH]c2ccc(O)cc12,0.749318
N[C@@H](CO)CN(c1cc(F)ccc1O)C1CCN(C[C@@H]2CCCN2)C1,0.618435,N[C@@H](CO)C(=O)N(c1cc(F)ccc1O)C1CCN(C[C@@H]2CCCN2)C1,0.599672
CNCCN(CCC[C@H](N)CNc1ccc(Br)cc1O)CC1CN(Cc2c[nH]c3ccc(Br)cc23)C1,0.934874,CNCC(=O)N(CCC[C@H](N)CNc1ccc(Br)cc1O)CC1CN(Cc2c[nH]c3ccc(Br)cc23)C1,0.701859
Oc1ccc(F)cc1N(CC1CCN(C[C@H]2CCCN2CC2CCN2)CC1)C(CCl)c1ccc(Cl)c(Cl)c1,0.849773,O=C(C1CCN1)N1CCC[C@@H]1CN1CCC(CN(c2cc(F)ccc2O)C(CCl)c2ccc(Cl)c(Cl)c2)CC1,0.71121
Oc1ccccc1NCC1CN(C[C@@H]2CCCN2)C1,0.373463,O=C(Nc1ccccc1O)C1CN(C[C@@H]2CCCN2)C1,0.025152
CC[C@@H](CN1CCC(=O)CC1)N(CCN)c1ccc2c(C3NCCc4c(Br)cccc43)c[nH]c2c1,0.98837,CC[C@@H](CN1CCC(=O)CC1)N(C(=O)CN)c1ccc2c(C3NCCc4c(Br)cccc43)c[nH]c2c1,0.869899
COc1cccc(CNCCN(C)CCNCCc2ccccc2OC)c1,0.976976,COc1cccc(CNCCN(C)CC(=O)NCCc2ccccc2OC)c1,0.293733
O=C(O)C1CCN1Cc1cncc(F)c1,0.002771,O=C(O)C1CCN1C(=O)c1cncc(F)c1,0.000499
CC[C@@H](CNC1CC1)NCC1CCN1,0.021617,CC[C@@H](CNC1CC1)NC(=O)C1CCN1,0.005148
Brc1ccc(NC[C@H]2CCCN2C[C@H]2CCCN2)cc1,0.693038,O=C(Nc1ccc(Br)cc1)[C@H]1CCCN1C[C@H]1CCCN1,0.167488
O=C(O)C1CCN1Cc1ccc(F)cc1,0.001035,O=C(O)C1CCN1C(=O)c1ccc(F)cc1,8.4e-05
CNCCNCC(C)C,0.014179,CNCC(=O)NCC(C)C,0.002943
c1ccc2c(CCNC[C@H]3CCCN3C[C@@H]3CCCN3)c[nH]c2c1,0.973128,O=C(NCCc1c[nH]c2ccccc12)[C@H]1CCCN1C[C@@H]1CCCN1,0.880575
Oc1ccc2c(c1)C(CNCCNc1ccccc1S)N(C[C@@H]1CCCN1)CC2,0.959833,O=C([C@@H]1CCCN1)N(CCNCC1NCCc2ccc(O)cc21)c1ccccc1S,0.862271
CC[C@H](N)CN1CCC[C@H]1C(=O)Oc1ccccc1N(CCN)Cc1c[nH]c2cc(Br)ccc12,0.991096,CC[C@H](N)CN1CCC[C@H]1C(=O)Oc1ccccc1N(Cc1c[nH]c2cc(Br)ccc12)C(=O)CN,0.984651
N[C@H](CS)CNCCCNc1cccc(Br)c1O,0.172647,N[C@H](CS)CNCCC(=O)Nc1cccc(Br)c1O,0.015996
COc1cccc(CN(c2ccc(N)c(O)c2)C2CCN(C3CN(CC4(N)CCC4)C3)C2)c1,0.905917,COc1cccc(CN(c2ccc(N)c(O)c2)C2CCN(C3CN(C(=O)C4(N)CCC4)C3)C2)c1,0.296572
O=CCCN1CCC[C@H]1CNCCc1c[nH]c2ccccc12,0.978338,O=CCCN1CCC[C@H]1C(=O)NCCc1c[nH]c2ccccc12,0.540064
C[C@H](N)CNCc1ccccc1,0.049265,C[C@H](N)C(=O)NCc1ccccc1,0.001236
C[C@@H](CN1CC(CN2CC(=O)C2)C1)N(Cc1c[nH]c2cc(Br)ccc12)c1cc(F)ccc1C(=O)CCl,0.883106,C[C@@H](CN1CC(C(=O)N2CC(=O)C2)C1)N(Cc1c[nH]c2cc(Br)ccc12)c1cc(F)ccc1C(=O)CCl,0.720215
O=C(O)C1CN(CCBr)C1,0.006719,O=C(O)C1CN(C(=O)CBr)C1,0.001673
Oc1ccccc1N(CC1CCN1)C[C@H](CS)N(Cc1c[nH]c2cc(Br)ccc12)C[C@H]1CCCN1,0.96025,O=C(C1CCN1)N(C[C@H](CS)N(Cc1c[nH]c2cc(Br)ccc12)C[C@H]1CCCN1)c1ccccc1O,0.891448
C[C@H](N)CN(CCc1ccccc1Br)C(CBr)CNCCc1ccc(O)cc1,0.987533,C[C@H](N)CN(CCc1ccccc1Br)C(CBr)C(=O)NCCc1ccc(O)cc1,0.609893
CC[C@@H](CN1CCCCC1)N(c1cccc(N)c1O)C1CCN(Cc2c[nH]c3ccc(Br)cc23)C1,0.989641,CC[C@@H](C(=O)N1CCCCC1)N(c1cccc(N)c1O)C1CCN(Cc2c[nH]c3ccc(Br)cc23)C1,0.715348
CC(C)(N)CN1CCC[C@H]1C(=O)O,0.009569,CC(C)(N)C(=O)N1CCC[C@H]1C(=O)O,0.002719
c1ccc(CCN(CC2CNC2)CC2CCN2)cc1,0.379074,O=C(C1CCN1)N(CCc1ccccc1)CC1CNC1,0.039241
CCCN(CCC1c2cccc(OC)c2CCN1C[C@@H]1CCCN1)Cc1cccc(OC)c1,0.795147,CCCN(CCC1c2cccc(OC)c2CCN1C(=O)[C@@H]1CCCN1)Cc1cccc(OC)c1,0.345315
CN(CCNCCc1ccccc1Br)C(CCl)c1ccc(F)cc1F,0.862369,CN(CC(=O)NCCc1ccccc1Br)C(CCl)c1ccc(F)cc1F,0.052425
Fc1cccc(CN(CC2CCNCC2)c2cccc(Br)c2NC[C@H]2CCCN2)c1F,0.525955,O=C(c1cccc(F)c1F)N(CC1CCNCC1)c1cccc(Br)c1NC[C@H]1CCCN1,0.323223
NCCN[C@H](CO)CN1CCC(CN(Cc2c[nH]c3cc(Br)ccc23)c2ccccc2O)CC1,0.988528,NCC(=O)N[C@H](CO)CN1CCC(CN(Cc2c[nH]c3cc(Br)ccc23)c2ccccc2O)CC1,0.93914
CC[C@H](N)CN1CCC[C@H]1CNc1cc(OC)ccc1O,0.830697,CC[C@H](N)CN1CCC[C@H]1C(=O)Nc1cc(OC)ccc1O,0.202667
O=CCCN1CCc2c(Br)cccc2C1CNCCc1ccccc1,0.989721,O=CCCN1CCc2c(Br)cccc2C1C(=O)NCCc1ccccc1,0.343871
Nc1ccc(CN2CCC(CNc3ccccc3O)CC2)cc1Br,0.886965,Nc1ccc(CN2CCC(C(=O)Nc3ccccc3O)CC2)cc1Br,0.102715
NCCN1CCN(C[C@H](N)CCNc2cc(F)ccc2O)CC1,0.149269,NCCN1CCN(C[C@H](N)CC(=O)Nc2cc(F)ccc2O)CC1,0.048224
C=CCN(CCNC)CCC(=O)OCc1ccccc1F,0.011574,C=CC(=O)N(C)CCNCCC(=O)OCc1ccccc1F,0.000687
NCCCCN(CCCN)c1cccnc1F,0.062027,NCCCCN(C(=O)CCN)c1cccnc1F,0.060255
N#Cc1cc(Br)cc(NC[C@H](N)CCCCNCCCN)c1,0.141698,N#Cc1cc(Br)cc(NC(=O)[C@H](N)CCCCNCCCN)c1,0.028662
CNCCN1CCC1CNc1ccc(C#N)cc1NCc1c[nH]c2ccc(Br)cc12,0.948123,CNCC(=O)N(CC1CCN1)c1ccc(C#N)cc1NCc1c[nH]c2ccc(Br)cc12,0.759545
CN(CCCN1CC(=O)C1)CCNc1ccc(Br)cc1,0.047798,CN(CCCN1CC(=O)C1)CC(=O)Nc1ccc(Br)cc1,0.001826
CC(C)[C@H](CN1CCC[C@@H]1CNCCc1ccccc1Br)NCc1ccc(F)cc1,0.959642,CC(C)[C@H](CN1CCC[C@@H]1CNCCc1ccccc1Br)NC(=O)c1ccc(F)cc1,0.900733
c1ccc2c(CCNCCNC3CCNC3)c[nH]c2c1,0.806695,O=C(CNC1CCNC1)NCCc1c[nH]c2ccccc12,0.473816
CC[C@H](N)CN(CCc1ccccc1)C[C@@H](N)CCCNc1cc(F)c(F)cc1O,0.899269,CC[C@H](N)CN(CCc1ccccc1)C[C@@H](N)CCC(=O)Nc1cc(F)c(F)cc1O,0.438878
N[C@@H](CS)CN1CCC(N(c2ccccc2O)C2CCCN(Cc3c[nH]c4ccc(Br)cc34)C2)CC1,0.975159,N[C@@H](CS)C(=O)N1CCC(N(c2ccccc2O)C2CCCN(Cc3c[nH]c4ccc(Br)cc34)C2)CC1,0.746279
C=CCN1CC(CN(CC2CCN2Cc2cccc(F)c2N)c2cccc3cc[nH]c23)C1,0.988874,C=CCN1CC(CN(CC2CCN2C(=O)c2cccc(F)c2N)c2cccc3cc[nH]c23)C1,0.868787
C[C@@H](NCCN(C)C1CCN(Cc2ccc(F)cc2)CC1)c1ccccc1,0.95856,C[C@@H](NC(=O)CN(C)C1CCN(Cc2ccc(F)cc2)CC1)c1ccccc1,0.290369
CNCCN(c1cc(C#N)ccc1N)C1CCCNC1,0.148209,CNCC(=O)N(c1cc(C#N)ccc1N)C1CCCNC1,0.066085
NCCCN1CCCC(N2CCC2CN(Cc2ccc(N)c(Br)c2)c2cc(Br)ccc2O)C1,0.991618,NCCC(=O)N1CCCC(N2CCC2CN(Cc2ccc(N)c(Br)c2)c2cc(Br)ccc2O)C1,0.796222
CC[C@H](N)CN(CCN)C1CC1,0.058466,CC[C@H](N)C(=O)N(CCN)C1CC1,0.006106
Oc1ccc(CCN(CC2CCN2)C2CCN(C[C@@H](CS)Nc3ccccn3)CC2)cc1,0.783493,O=C(C1CCN1)N(CCc1ccc(O)cc1)C1CCN(C[C@@H](CS)Nc2ccccn2)CC1,0.624126
Oc1ccccc1CNCC1CCN1C1CCN(Cc2c[nH]c3ccc(Br)cc23)CC1,0.996687,O=C(NCc1ccccc1O)C1CCN1C1CCN(Cc2c[nH]c3ccc(Br)cc23)CC1,0.983119
NCCCN(C[C@@H]1CCCN1C[C@H](N)CCNCCc1c[nH]c2ccccc12)c1cc(Br)ccc1O,0.96104,NCCC(=O)N(CCc1c[nH]c2ccccc12)CC[C@@H](N)CN1CCC[C@H]1CNc1cc(Br)ccc1O,0.831917
Cc1cnc(F)cc1N(CCCO)CCN(C)C[C@@H]1CCCN1,0.332183,Cc1cnc(F)cc1N(CCCO)CCN(C)C(=O)[C@@H]1CCCN1,0.013328
Nc1ccc(N2C[C@H](O)C[C@H]2CN2CCC(=O)CC2)cc1O,0.069203,Nc1ccc(N2C[C@H](O)C[C@H]2C(=O)N2CCC(=O)CC2)cc1O,0.003779
NCCN(CCN1CCC[C@@H]1C(=O)O)Cc1c[nH]c2cc(Br)ccc12,0.266994,NCCN(CC(=O)N1CCC[C@@H]1C(=O)O)Cc1c[nH]c2cc(Br)ccc12,0.145933
Nc1ccc(CN2CC(NCCCN3CCC(=O)C3)C2)cc1Br,0.414962,Nc1ccc(CN2CC(NCCC(=O)N3CCC(=O)C3)C2)cc1Br,0.192799
Oc1ccc(CCNCC2c3cc(O)ccc3CCN2C[C@@H]2CCCNC2)cc1,0.972689,O=C([C@@H]1CCCNC1)N(CCc1ccc(O)cc1)CC1NCCc2ccc(O)cc21,0.653511
Fc1cc(CN2CCC[C@@H]2CNCCCNc2cccc3cc[nH]c23)ccn1,0.939358,O=C(CCNC[C@H]1CCCN1Cc1ccnc(F)c1)Nc1cccc2cc[nH]c12,0.695893
N[C@@H](CS)CN(C[C@@H](N)Cc1c[nH]c2ccccc12)C1CC1,0.781489,N[C@@H](Cc1c[nH]c2ccccc12)CN(C(=O)[C@@H](N)CS)C1CC1,0.106908
NCCCN(CCCN1CCCCC1)c1ccc(Br)cc1,0.271638,NCCCN(CCC(=O)N1CCCCC1)c1ccc(Br)cc1,0.000458
c1ccc2c(c1)CCNC2CNCCN1CCC[C@H]1CNc1cccc2cc[nH]c12,0.950037,O=C(Nc1cccc2cc[nH]c12)[C@@H]1CCCN1CCNCC1NCCc2ccccc21,0.893175
CCCN(C[C@H]1CCCN1)c1ccccn1,0.118853,CCCN(C(=O)[C@H]1CCCN1)c1ccccn1,0.037859
O=CCNCCc1ccc(O)cc1,0.461802,O=CC(=O)NCCc1ccc(O)cc1,0.001965
CNCCN(C)CCN(CCN(C)c1ccc(O)c(N)c1)c1cc(Br)ccc1O,0.892255,CNCC(=O)N(C)CCN(CCN(C)c1ccc(O)c(N)c1)c1cc(Br)ccc1O,0.397757
COc1ccccc1CCN(CCCNc1cccc2cc[nH]c12)C1CCCNC1,0.991995,COc1ccccc1CCN(CCC(=O)Nc1cccc2cc[nH]c12)C1CCCNC1,0.894324
CC(C)[C@H](N)CN1CCCC(=O)C1,0.017211,CC(C)[C@H](N)C(=O)N1CCCC(=O)C1,0.000954
COc1ccc(O)c(NCC[C@@H](N)CN2CCC(=O)C2)c1,0.187282,COc1ccc(O)c(NC(=O)C[C@@H](N)CN2CCC(=O)C2)c1,0.014431
C[C@H](CN1CC(C(=O)O)C1)NCCCN,0.032497,C[C@@H](N)CN1CC(C(=O)NCCC(=O)O)C1,0.004525
COc1ccc(O)c(NCc2cccc(F)c2F)c1,0.024759,COc1ccc(O)c(NC(=O)c2cccc(F)c2F)c1,0.002216
NCCNCCN1CCCC(=O)C1,0.017134,NCCNCC(=O)N1CCCC(=O)C1,0.004141
O=C1CN(CC[C@H](NCC2NCCc3c(Cl)cccc32)C(=O)O)C1,0.271212,O=C(O)C[C@H](NCC1NCCc2c(Cl)cccc21)C(=O)N1CC(=O)C1,0.016466
C[C@@H](CNCCc1ccncc1)NCC1CCN1,0.274208,C[C@H](NCC1CCN1)C(=O)NCCc1ccncc1,0.040609
COc1ccccc1CCNC1CN(CCCNCCN)C1,0.569035,COc1ccccc1CCNC1CN(CCCNC(=O)CN)C1,0.224261
NCCN(CC[C@H](N)CN(CCc1ccccc1)CC1CCN1)c1cccc2cc[nH]c12,0.934798,NCCN(CC[C@H](N)CN(CCc1ccccc1)C(=O)C1CCN1)c1cccc2cc[nH]c12,0.277961
O=C1CCN(CCCNc2cc(Br)ccc2O)C1,0.088499,O=C1CCN(C(=O)CCNc2cc(Br)ccc2O)C1,0.005636
COc1ccc(N(CCN)C[C@@H]2CCCN2)c(N)c1,0.084757,COc1ccc(N(CCN)C(=O)[C@@H]2CCCN2)c(N)c1,0.095375
N[C@H](CS)CN1CC(CN2CCCC(=O)C2)C1,0.020034,N[C@H](CS)CN1CC(C(=O)N2CCCC(=O)C2)C1,0.003526
NCCCNC1(CN2CCC[C@H](O)C2)CCC1,0.034454,NCCC(=O)NC1(CN2CCC[C@H](O)C2)CCC1,0.01023
Nc1ccc(CN2CCC(N3CCN(c4ccc5[nH]cc(C=O)c5c4)CC3)CC2)cc1Br,0.999995,Nc1ccc(C(=O)N2CCC(N3CCN(c4ccc5[nH]cc(C=O)c5c4)CC3)CC2)cc1Br,0.969927
O=CCCN1CC(CNC2CC2)C1,0.022623,O=CCCN1CC(C(=O)NC2CC2)C1,0.005924
CC[C@H](N)CN(C)CCN(CC1CCN1Cc1c[nH]c2cc(Br)ccc12)c1cccnc1Br,0.996803,CC[C@H](N)C(=O)N(C)CCN(CC1CCN1Cc1c[nH]c2cc(Br)ccc12)c1cccnc1Br,0.871897
C#CCNC[C@@H]1CCCN1CCCNCCc1ccccc1,0.626351,C#CCNC[C@@H]1CCCN1CCC(=O)NCCc1ccccc1,0.306403
OC[C@H](CNCCc1ccc(O)cc1)NC1CNC1,0.815834,O=C(NCCc1ccc(O)cc1)[C@@H](CO)NC1CNC1,0.303704
CN(CCCN)CCN(C[C@H]1CCCN1)c1ccnc2ccccc12,0.902267,CN(CCCN)CCN(C(=O)[C@H]1CCCN1)c1ccnc2ccccc12,0.766958
COc1ccccc1CN(CC1CCN1)C[C@H]1CCCN1,0.318827,COc1ccccc1CN(C[C@H]1CCCN1)C(=O)C1CCN1,0.07103
NCCCN1CCC[C@H]1CNc1ccc(F)nc1Br,0.467367,NCCC(=O)N(C[C@@H]1CCCN1)c1ccc(F)nc1Br,0.144694
OCC1CN(CCN(C[C@H]2CCCN2Cc2ccc(F)cc2)c2cccc(Br)c2O)C1,0.987992,O=C(c1ccc(F)cc1)N1CCC[C@@H]1CN(CCN1CC(CO)C1)c1cccc(Br)c1O,0.915409
C#CCNCCCN(Cc1ccc(O)cc1)C1CCNC1,0.476873,C#CCNC(=O)CCN(Cc1ccc(O)cc1)C1CCNC1,0.153089
NCCCN1CCC(Nc2ccccc2S)CC1,0.526116,NCCC(=O)N(c1ccccc1S)C1CCNCC1,0.172463
NCCNc1cccc(Br)c1CN(CCc1ccc(O)cc1)CC1CCN1Cc1cccc(Br)c1,0.920601,NCC(=O)Nc1cccc(Br)c1CN(CCc1ccc(O)cc1)CC1CCN1Cc1cccc(Br)c1,0.646391
CC[C@H](N)CN(C)CCN(CC1CCN1)c1ccccc1S,0.364767,CC[C@H](N)CN(C)CCN(C(=O)C1CCN1)c1ccccc1S,0.750589
NCCCN1CCCC(N(c2cc(Br)ccc2O)C2CCN(Cc3c[nH]c4cc(Br)ccc34)CC2)C1,0.966391,NCCC(=O)N1CCCC(N(c2cc(Br)ccc2O)C2CCN(Cc3c[nH]c4cc(Br)ccc34)CC2)C1,0.751406
NC1(CN2CC(Nc3cc(F)ccc3O)C2)CCC1,0.356333,NC1(C(=O)N(c2cc(F)ccc2O)C2CNC2)CCC1,0.125627
Oc1cc(Br)ccc1N(CC1CNC1)CC1CCN1,0.27753,O=C(C1CNC1)N(CC1CCN1)c1ccc(Br)cc1O,0.304354
NC1(CN(CCCO)CC2CNC2)CCC1,0.021925,NC1(CN(CCCO)C(=O)C2CNC2)CCC1,0.002822
O=C(O)c1c(Br)cccc1N(CC1CCN1)C1CCC1,0.00186,O=C(O)C1CCN1C(=O)c1c(Br)cccc1NC1CCC1,0.00177
C=CCN1CCC(N(CCc2ccccc2Br)C[C@@H](N)CCc2nc3cc(F)c(F)cc3o2)CC1,0.905246,C=CC(=O)N1CCC(N(CCc2ccccc2Br)C[C@@H](N)CCc2nc3cc(F)c(F)cc3o2)CC1,0.615389
Brc1ccc(N(Cc2c[nH]c3ccc(Br)cc23)C[C@@H]2CCCN2CC2CNC2)cc1,0.999997,O=C(C1CNC1)N1CCC[C@H]1CN(Cc1c[nH]c2ccc(Br)cc12)c1ccc(Br)cc1,0.557332
CNCCN(CCN)c1cc(Br)cc(C#N)c1,0.064527,CNCC(=O)N(CCN)c1cc(Br)cc(C#N)c1,0.077285
C=CCN(CCN)C1CC1,0.041558,C=CC(=O)N(CCN)C1CC1,0.004798
NCCCN1CCC[C@H]1CN1CC(N(Cc2cccc(Br)c2)c2ccccc2O)C1,0.977408,NCCC(=O)N1CCC[C@H]1CN1CC(N(Cc2cccc(Br)c2)c2ccccc2O)C1,0.831007
C=CCN(CCN)C[C@H](N)Cc1c[nH]c2ccccc12,0.465263,C=CCN(C[C@H](N)Cc1c[nH]c2ccccc12)C(=O)CN,0.145354
CC(C)CN(Cc1ccc(NCCN)c(Br)c1)C1CCNC1,0.148826,CC(C)CN(Cc1ccc(NC(=O)CN)c(Br)c1)C1CCNC1,0.041658
Oc1ccccc1CNC[C@@H]1CCCN1CCCNC1CCCNC1,0.570898,O=C(NCc1ccccc1O)[C@@H]1CCCN1CCCNC1CCCNC1,0.410498
C=CCNC[C@@H](N)CCCN,0.028663,C=CCNC(=O)[C@@H](N)CCCN,0.00593
C[C@@H](O)[C@@H](N)CN[C@H](CO)C(=O)O,0.006513,C[C@@H](O)[C@@H](N)C(=O)N[C@H](CO)C(=O)O,0.001872
COc1ccc(O)c(N(C2CCCN(CCBr)C2)C2CCCN(Cc3c[nH]c4ccc(F)cc34)C2)c1,0.968415,COc1ccc(O)c(N(C2CCCN(Cc3c[nH]c4ccc(F)cc34)C2)C2CCCN(C(=O)CBr)C2)c1,0.750444
C=CCNCC1CCN1Cc1ccc(N)c(Br)c1,0.53006,C=CCNC(=O)C1CCN1Cc1ccc(N)c(Br)c1,0.032365
CCCCn1cc(C2c3cccc(OC)c3CCN2CCNC)c2ccc(Br)cc21,0.995781,CCCCn1cc(C2c3cccc(OC)c3CCN2C(=O)CNC)c2ccc(Br)cc21,0.690043
NCCCN[C@@H](CS)CNCCc1ccc(O)cc1,0.849281,NCCC(=O)N[C@@H](CS)CNCCc1ccc(O)cc1,0.436826
CC[C@@H](CN1CCC[C@H]1CO)N(c1cc(F)ccc1C(=O)CCl)C1CCN(Cc2c[nH]c3ccc(Br)cc23)CC1,0.884699,CC[C@@H](C(=O)N1CCC[C@H]1CO)N(c1cc(F)ccc1C(=O)CCl)C1CCN(Cc2c[nH]c3ccc(Br)cc23)CC1,0.511985
C[C@H](O)CN(c1cc(F)ccc1O)C1CN(CC2(N)CCC2)C1,0.217473,C[C@H](O)C(=O)N(c1cc(F)ccc1O)C1CN(CC2(N)CCC2)C1,0.174174
Oc1ccc2[nH]cc(CN3CCC(CNC4CC4)CC3)c2c1,0.842096,O=C(NC1CC1)C1CCN(Cc2c[nH]c3ccc(O)cc23)CC1,0.316137
C(CNC1CC1)NCC1CCN1,0.025873,O=C(CNCC1CCN1)NC1CC1,0.008831
C#CCN(CCCN(Cc1c[nH]c2ccc(Br)cc12)C[C@@H]1CCCNC1)Cc1ccnc(Br)c1,0.929228,C#CCN(CCCN(Cc1c[nH]c2ccc(Br)cc12)C(=O)[C@@H]1CCCNC1)Cc1ccnc(Br)c1,0.864822
C[C@H](N)CN1CCc2c(Br)cccc2C1CNC1CCC1,0.850209,C[C@H](N)C(=O)N(CC1NCCc2c(Br)cccc21)C1CCC1,0.092416
Oc1c(Br)cccc1N(Cc1cccc(Br)c1)C[C@@H]1CCCN1,0.627992,O=C([C@@H]1CCCN1)N(Cc1cccc(Br)c1)c1cccc(Br)c1O,0.259739
C=CCNCCO,0.014115,C=CCNC(=O)CO,0.002163
CN(CCN[C@@H](CS)CNCc1ccc(O)cc1)C[C@@H]1CCCN1,0.293945,CN(CCN[C@@H](CS)C(=O)NCc1ccc(O)cc1)C[C@@H]1CCCN1,0.107998
O=C(O)CC[C@H](CNc1cccc(Br)c1O)NC1CN(CCBr)C1,0.067941,O=C(CC[C@@H](NC1CN(CCBr)C1)C(=O)O)Nc1cccc(Br)c1O,0.012545
Sc1ccccc1N(C1CCN(CC2CCN2CC2CCN2)CC1)C(CCl)c1ccc(Cl)c(Cl)c1,0.981552,O=C(C1CCN1)N1CCC1CN1CCC(N(c2ccccc2S)C(CCl)c2ccc(Cl)c(Cl)c2)CC1,0.963318
c1ccc2c(c1)CCNC2CCN1CCC1CNc1cccc2cc[nH]c12,0.993195,O=C(Nc1cccc2cc[nH]c12)C1CCN1CCC1NCCc2ccccc21,0.886249
COc1ccccc1CCN(C[C@@H](N)CCCN)C1CN(CCCN)C1,0.526207,COc1ccccc1CCN(C(=O)[C@@H](N)CCCN)C1CN(CCCN)C1,0.242498
CNCCNCCCNc1ccccn1,0.178563,CNCCNCCC(=O)Nc1ccccn1,0.033116
Oc1ccccc1NCC1CN(C2CCNC2)C1,0.473237,O=C(Nc1ccccc1O)C1CN(C2CCNC2)C1,0.040585
Oc1ccc(Br)cc1NCC1CCNCC1,0.210523,O=C(Nc1cc(Br)ccc1O)C1CCNCC1,0.014447
BrCCN1CCC[C@@H]1CN1CCC1CN1CCc2ccccc2C1c1c[nH]c2cc(Br)ccc12,0.952958,O=C(CBr)N1CCC[C@@H]1CN1CCC1CN1CCc2ccccc2C1c1c[nH]c2cc(Br)ccc12,0.977784
CSCC[C@@H](N)CN[C@H](CS)C(=O)O,0.005501,CSCC[C@@H](N)C(=O)N[C@H](CS)C(=O)O,0.001418
C=CC1c2cccc(OC)c2CCN1CC1CCN1,0.913936,C=CC1c2cccc(OC)c2CCN1C(=O)C1CCN1,0.109346
C#CCNC[C@@H](N)CO,0.015766,C#CCNC(=O)[C@@H](N)CO,0.002497
