strategy,tau,similarity,modes,reactions_used,reactions_per_mode,reward_gen_calls,stop_reason,pool_limited,total_modes_run,total_reactions_run,wall_s
hub_batching,7.0,0.65,284,300,1.0563,6405,reactions,False,284,300,0.14
best_candidate,7.0,0.65,60,300,5.0,0,reactions,False,60,300,2.05
hub_batching,7.0,0.7,288,300,1.0417,4620,reactions,False,288,300,0.13
best_candidate,7.0,0.7,60,300,5.0,0,reactions,False,60,300,1.79
hub_batching,7.0,0.75,292,300,1.0274,3045,reactions,False,292,300,0.12
best_candidate,7.0,0.75,60,300,5.0,0,reactions,False,60,300,1.58
hub_batching,7.0,0.8,292,300,1.0274,3045,reactions,False,292,300,0.12
best_candidate,7.0,0.8,60,296,4.9333,0,reactions,False,61,301,1.45
hub_batching,7.0,0.85,292,300,1.0274,3045,reactions,False,292,300,0.12
best_candidate,7.0,0.85,60,296,4.9333,0,reactions,False,61,301,1.39
hub_batching,7.0,0.9,292,300,1.0274,3045,reactions,False,292,300,0.12
best_candidate,7.0,0.9,60,296,4.9333,0,reactions,False,61,301,1.36
hub_batching,7.5,0.3,63,299,4.746,213150,reactions,False,64,304,2.4
best_candidate,7.5,0.3,60,300,5.0,0,reactions,False,60,300,0.24
hub_batching,7.5,0.35,75,299,3.9867,117705,reactions,False,76,304,0.13
best_candidate,7.5,0.35,60,300,5.0,0,reactions,False,60,300,0.47
hub_batching,7.5,0.4,100,300,3.0,92190,reactions,False,100,300,0.13
best_candidate,7.5,0.4,60,300,5.0,0,reactions,False,60,300,0.97
hub_batching,7.5,0.45,134,298,2.2239,68670,reactions,False,135,303,0.14
best_candidate,7.5,0.45,60,300,5.0,0,reactions,False,60,300,2.05
hub_batching,7.5,0.5,183,299,1.6339,45255,reactions,False,184,304,0.13
best_candidate,7.5,0.5,60,300,5.0,0,reactions,False,60,300,3.21
hub_batching,7.5,0.55,216,300,1.3889,32970,reactions,False,216,300,0.13
best_candidate,7.5,0.55,60,300,5.0,0,reactions,False,60,300,3.2
hub_batching,7.5,0.6,244,300,1.2295,22785,reactions,False,244,300,0.14
